sub,run_is,r2_cv,r2_cv_std,r2_train,coefficient,coefficient_std,r2_scores,correlation,n_trials,null_r2
sub-03,run-05,0.29872973017607285,0.5021193013705282,0.5102407614269717,0.5408585149234856,0.050385356711835916,"[0.8169482847759993, 0.4876349986163545, 0.41791543309184676, -0.6625054763253475, 0.4336554107215109]",0.7143113896802793,30,0.017422206833637356
sub-03,run-06,-0.188819888360075,0.6468544036660365,0.19631060774745934,0.3353897599638427,0.059057158466478354,"[-1.0343868033058592, 0.09556708661113145, 0.6232494313663004, 0.23587832049559, -0.8644074769675376]",0.4430695292473397,30,-0.18201472689268128
sub-03,run-07,-0.026953662217028374,0.37480992256817375,0.1512314210105431,0.33156119003082435,0.02330923424631501,"[0.6024670270206631, -0.4263017344692248, 0.04715499727338912, -0.39699829277341125, 0.03890969186344195]",0.388884842865524,30,-0.18416385394036575
sub-03,run-08,-0.48759104023188726,0.9832139887988098,0.523113094710395,0.46895238653176075,0.09886584857071304,"[0.14857747675361155, 0.3755761281802682, 0.3942220339347875, -1.4894171870931965, -1.8669136529349069]",0.723265576887491,30,-0.748745303597501
sub-03,run-09,-0.8362262849439208,1.644586285774864,0.6102095005184971,0.8543441048793516,0.23777869747264316,"[-4.016097565188629, 0.22865586121313364, -0.8549175581714827, 0.2069547905665553, 0.25427304686081875]",0.7811590750407352,30,-1.0397904541185656
sub-04,run-01,-0.3696899483318467,0.2676327610879606,0.00011257244744922179,0.00829679812400171,0.05346181083708325,"[-0.7334898785476685, -0.5840213042965368, -0.12112975097577894, -0.026358287105263223, -0.3834505207339862]",0.010610016373660266,20,-0.44597017023936997
sub-04,run-02,-0.5073904394550277,1.4344665340369493,0.41787310298609903,0.9705861412813318,0.1668583858423796,"[-3.3273288567248995, 0.15999179814192788, -0.24526707951300297, 0.5709474925627871, 0.30470444825804843]",0.6464310504501612,40,-0.2665620499912397
sub-04,run-03,0.28360596780581704,0.6480132723009253,0.6748687739130433,0.6168044882945231,0.03643494204291081,"[0.7188770390589275, 0.8025720424345018, -0.8784921879667456, 0.020968545936105865, 0.7541043995662956]",0.8215039707226274,40,-0.31425514863590986
sub-04,run-04,-0.031741546208227486,0.42522828535774554,0.1749349086935852,0.41664969503921406,0.037321048756314354,"[0.3943490291602244, 0.26797180452103353, 0.09526993124313354, -0.813772103441043, -0.10252639252448592]",0.41825220703970584,40,-0.1514095115706861
sub-04,run-05,-0.21708837012443394,1.3642135199311494,0.705536928223957,0.8318304416303063,0.09595707635959297,"[0.7930465601931289, 0.12988468847890355, 0.12266031168165625, -2.88341924848716, 0.7523858375113017]",0.8399624564371657,40,-2.0533364896313495
sub-04,run-06,-0.2992902097592363,0.8085528867786429,0.09610400987949563,0.3409520625413648,0.08037349555888,"[-0.04781173737574074, -1.8254408921542105, 0.10461132477805235, -0.27265558572729054, 0.544845841683008]",0.31000646748010874,40,-0.2643345013634545
sub-04,run-07,-0.5694765815704059,1.8113886943730924,0.42347298465656924,0.6869519228742031,0.07075271149885831,"[0.802227941877625, -4.134141439283691, 0.5006859095425071, -0.15238792880877106, 0.1362326088203003]",0.6507480193258902,40,-0.6673919096350016
sub-05,run-01,0.19927964720545266,0.25769296202014974,0.455980992174984,0.6695311642987711,0.07006589579232142,"[0.12843979603749978, 0.3022221977969215, 0.5984369172890438, -0.19536675191784014, 0.16266607682163847]",0.6752636464189259,60,-0.24508472042781096
sub-05,run-02,-0.03102565659299792,0.8005731640172551,0.3374392597400725,0.4989889686029545,0.11868619893583274,"[0.2211398895532356, 0.25738774648680507, 0.3644313267727717, -1.60885201665321, 0.6107647708754081]",0.5808952226865639,60,-0.2725422742669926
